StromnetzTyp,Spannung,LeitungTyp,Laenge,Datum
Allgemeinstrom,S220kV,Freileitung,4860975.307355341,2024-01-07
Allgemeinstrom,S220kV,Kabelleitung,25119.814821854165,2024-01-07
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2024-01-07
Allgemeinstrom,S380kV,Freileitung,1950324.7943453048,2024-01-07
Allgemeinstrom,S380kV,Kabelleitung,28049.7849802,2024-01-07
Allgemeinstrom,S50kV,Freileitung,1075298.4396561093,2024-01-07
Allgemeinstrom,S50kV,Kabelleitung,1041584.9465453229,2024-01-07
Allgemeinstrom,S60kV,Freileitung,661257.0155023461,2024-01-07
Allgemeinstrom,S60kV,Kabelleitung,413964.2894783749,2024-01-07
Allgemeinstrom,S65kV,Freileitung,294008.19894145225,2024-01-07
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2024-01-07
Allgemeinstrom,Andere,Freileitung,3677545.129606182,2024-01-08
Allgemeinstrom,Andere,Kabelleitung,32480.931546267864,2024-01-08
Allgemeinstrom,S110kV,Freileitung,1420615.4214685545,2024-01-08
Allgemeinstrom,S110kV,Kabelleitung,497037.1810308751,2024-01-08
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2024-01-08
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2024-01-08
Allgemeinstrom,S130kV,Kabelleitung,239.41924253256136,2024-01-08
Allgemeinstrom,S132kV,Freileitung,587521.4992320152,2024-01-08
Allgemeinstrom,S132kV,Kabelleitung,246414.63362896204,2024-01-08
Allgemeinstrom,S150kV,Freileitung,122162.67707100553,2024-01-08
Allgemeinstrom,S150kV,Kabelleitung,417388.62427527516,2024-01-08
Allgemeinstrom,S220kV,Freileitung,4860975.307355341,2024-01-08
Allgemeinstrom,S220kV,Kabelleitung,25119.814821854165,2024-01-08
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2024-01-08
Allgemeinstrom,S380kV,Freileitung,1950324.7943453048,2024-01-08
Allgemeinstrom,S380kV,Kabelleitung,28049.7849802,2024-01-08
Allgemeinstrom,S50kV,Freileitung,1075298.4396561093,2024-01-08
Allgemeinstrom,S50kV,Kabelleitung,1041584.9465453229,2024-01-08
Allgemeinstrom,S60kV,Freileitung,661257.0155023461,2024-01-08
Allgemeinstrom,S60kV,Kabelleitung,413964.2894783749,2024-01-08
Allgemeinstrom,S65kV,Freileitung,294008.19894145225,2024-01-08
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2024-01-08
Allgemeinstrom,Andere,Freileitung,3677545.129606182,2024-01-09
Allgemeinstrom,Andere,Kabelleitung,32480.931546267864,2024-01-09
Allgemeinstrom,S110kV,Freileitung,1420615.4214685545,2024-01-09
Allgemeinstrom,S110kV,Kabelleitung,497037.1810308751,2024-01-09
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2024-01-09
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2024-01-09
Allgemeinstrom,S130kV,Kabelleitung,239.41924253256136,2024-01-09
Allgemeinstrom,S132kV,Freileitung,587521.4992320152,2024-01-09
Allgemeinstrom,S132kV,Kabelleitung,246414.63362896204,2024-01-09
Allgemeinstrom,S150kV,Freileitung,122162.67707100553,2024-01-09
Allgemeinstrom,S150kV,Kabelleitung,417388.62427527516,2024-01-09
Allgemeinstrom,S220kV,Freileitung,4860975.307355341,2024-01-09
Allgemeinstrom,S220kV,Kabelleitung,25119.814821854165,2024-01-09
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2024-01-09
Allgemeinstrom,S380kV,Freileitung,1950324.7943453048,2024-01-09
Allgemeinstrom,S380kV,Kabelleitung,28049.7849802,2024-01-09
Allgemeinstrom,S50kV,Freileitung,1075298.4396561093,2024-01-09
Allgemeinstrom,S50kV,Kabelleitung,1041584.9465453229,2024-01-09
Allgemeinstrom,S60kV,Freileitung,661257.0155023461,2024-01-09
Allgemeinstrom,S60kV,Kabelleitung,413964.2894783749,2024-01-09
Allgemeinstrom,S65kV,Freileitung,294008.19894145225,2024-01-09
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2024-01-09
Allgemeinstrom,Andere,Freileitung,3677545.129606182,2024-01-10
Allgemeinstrom,Andere,Kabelleitung,32480.931546267864,2024-01-10
Allgemeinstrom,S110kV,Freileitung,1420615.4214685545,2024-01-10
Allgemeinstrom,S110kV,Kabelleitung,497037.1810308751,2024-01-10
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2024-01-10
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2024-01-10
Allgemeinstrom,S130kV,Kabelleitung,239.41924253256136,2024-01-10
Allgemeinstrom,S132kV,Freileitung,587521.4992320152,2024-01-10
Allgemeinstrom,S132kV,Kabelleitung,246414.63362896204,2024-01-10
Allgemeinstrom,S150kV,Freileitung,122162.67707100553,2024-01-10
Allgemeinstrom,S150kV,Kabelleitung,417388.6242752751,2024-01-10
Allgemeinstrom,S220kV,Freileitung,4860975.307355341,2024-01-10
Allgemeinstrom,S220kV,Kabelleitung,25119.814821854165,2024-01-10
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2024-01-10
Allgemeinstrom,S380kV,Freileitung,1950324.7943453048,2024-01-10
Allgemeinstrom,S380kV,Kabelleitung,28049.7849802,2024-01-10
Allgemeinstrom,S50kV,Freileitung,1075298.4396561093,2024-01-10
Allgemeinstrom,S50kV,Kabelleitung,1041584.9465453229,2024-01-10
Allgemeinstrom,S60kV,Freileitung,661257.0155023461,2024-01-10
Allgemeinstrom,S60kV,Kabelleitung,413964.2894783749,2024-01-10
Allgemeinstrom,S65kV,Freileitung,294008.19894145225,2024-01-10
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2024-01-10
Allgemeinstrom,Andere,Freileitung,3677545.129606182,2024-01-11
Allgemeinstrom,Andere,Kabelleitung,32480.931546267864,2024-01-11
Allgemeinstrom,S110kV,Freileitung,1420615.4214685545,2024-01-11
Allgemeinstrom,S110kV,Kabelleitung,497037.1810308751,2024-01-11
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2024-01-11
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2024-01-11
Allgemeinstrom,S130kV,Kabelleitung,239.41924253256136,2024-01-11
Allgemeinstrom,S132kV,Freileitung,587521.4992320152,2024-01-11
Allgemeinstrom,S132kV,Kabelleitung,246414.63362896204,2024-01-11
Allgemeinstrom,S150kV,Freileitung,122162.67707100553,2024-01-11
Allgemeinstrom,S150kV,Kabelleitung,417388.6242752751,2024-01-11
Allgemeinstrom,S220kV,Freileitung,4860975.307355341,2024-01-11
Allgemeinstrom,S220kV,Kabelleitung,25119.814821854165,2024-01-11
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2024-01-11
Allgemeinstrom,S380kV,Freileitung,1950324.7943453048,2024-01-11
Allgemeinstrom,S380kV,Kabelleitung,28049.7849802,2024-01-11
Allgemeinstrom,S50kV,Freileitung,1075298.4396561093,2024-01-11
Allgemeinstrom,S50kV,Kabelleitung,1041584.9465453229,2024-01-11
Allgemeinstrom,S60kV,Freileitung,661257.0155023461,2024-01-11
Allgemeinstrom,S60kV,Kabelleitung,413964.2894783749,2024-01-11
Allgemeinstrom,S65kV,Freileitung,294008.19894145225,2024-01-11
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2024-01-11
Allgemeinstrom,Andere,Freileitung,3677545.129606182,2024-01-12
Allgemeinstrom,Andere,Kabelleitung,32480.931546267864,2024-01-12
Allgemeinstrom,S110kV,Freileitung,1420615.4214685545,2024-01-12
Allgemeinstrom,S110kV,Kabelleitung,497037.1810308751,2024-01-12
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2024-01-12
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2024-01-12
Allgemeinstrom,S130kV,Kabelleitung,239.41924253256136,2024-01-12
Allgemeinstrom,S132kV,Freileitung,587521.4992320152,2024-01-12
Allgemeinstrom,S132kV,Kabelleitung,246414.63362896204,2024-01-12
Allgemeinstrom,S150kV,Freileitung,122162.67707100553,2024-01-12
Allgemeinstrom,S150kV,Kabelleitung,417388.62427527516,2024-01-12
Allgemeinstrom,S220kV,Freileitung,4860975.307355341,2024-01-12
Allgemeinstrom,S220kV,Kabelleitung,25119.814821854165,2024-01-12
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2024-01-12
Allgemeinstrom,S380kV,Freileitung,1950324.7943453048,2024-01-12
Allgemeinstrom,S380kV,Kabelleitung,28049.7849802,2024-01-12
Allgemeinstrom,S50kV,Freileitung,1075298.4396561093,2024-01-12
Allgemeinstrom,S50kV,Kabelleitung,1041584.9465453229,2024-01-12
Allgemeinstrom,S60kV,Freileitung,661257.0155023461,2024-01-12
Allgemeinstrom,S60kV,Kabelleitung,413964.2894783749,2024-01-12
Allgemeinstrom,S65kV,Freileitung,294008.19894145225,2024-01-12
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2024-01-12
Allgemeinstrom,Andere,Freileitung,3677545.129606182,2024-01-13
Allgemeinstrom,Andere,Kabelleitung,32480.931546267864,2024-01-13
Allgemeinstrom,S110kV,Freileitung,1420615.4214685545,2024-01-13
Allgemeinstrom,S110kV,Kabelleitung,497037.1810308751,2024-01-13
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2024-01-13
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2024-01-13
Allgemeinstrom,S130kV,Kabelleitung,239.41924253256136,2024-01-13
Allgemeinstrom,S132kV,Freileitung,587521.4992320152,2024-01-13
Allgemeinstrom,S132kV,Kabelleitung,246414.63362896204,2024-01-13
Allgemeinstrom,S150kV,Freileitung,122162.67707100553,2024-01-13
Allgemeinstrom,S150kV,Kabelleitung,417388.62427527516,2024-01-13
Allgemeinstrom,S220kV,Freileitung,4860975.307355341,2024-01-13
Allgemeinstrom,S220kV,Kabelleitung,25119.814821854165,2024-01-13
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2024-01-13
Allgemeinstrom,S380kV,Freileitung,1950324.7943453048,2024-01-13
Allgemeinstrom,S380kV,Kabelleitung,28049.7849802,2024-01-13
Allgemeinstrom,S50kV,Freileitung,1075298.4396561093,2024-01-13
Allgemeinstrom,S50kV,Kabelleitung,1041584.9465453229,2024-01-13
Allgemeinstrom,S60kV,Freileitung,661257.0155023461,2024-01-13
Allgemeinstrom,S60kV,Kabelleitung,413964.2894783749,2024-01-13
Allgemeinstrom,S65kV,Freileitung,294008.19894145225,2024-01-13
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2024-01-13
Allgemeinstrom,Andere,Freileitung,3677545.129606182,2024-01-14
Allgemeinstrom,Andere,Kabelleitung,32480.931546267864,2024-01-14
Allgemeinstrom,S110kV,Freileitung,1420615.4214685545,2024-01-14
Allgemeinstrom,S110kV,Kabelleitung,497037.1810308751,2024-01-14
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2024-01-14
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2024-01-14
Allgemeinstrom,S130kV,Kabelleitung,239.41924253256136,2024-01-14
Allgemeinstrom,S132kV,Freileitung,587521.4992320152,2024-01-14
Allgemeinstrom,S132kV,Kabelleitung,246414.63362896204,2024-01-14
Allgemeinstrom,S150kV,Freileitung,122162.67707100553,2024-01-14
Allgemeinstrom,S150kV,Kabelleitung,417388.62427527516,2024-01-14
Allgemeinstrom,S220kV,Freileitung,4860975.307355341,2024-01-14
Allgemeinstrom,S220kV,Kabelleitung,25119.814821854165,2024-01-14
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2024-01-14
Allgemeinstrom,S380kV,Freileitung,1950324.7943453048,2024-01-14
Allgemeinstrom,S380kV,Kabelleitung,28049.7849802,2024-01-14
Allgemeinstrom,S50kV,Freileitung,1075298.4396561093,2024-01-14
Allgemeinstrom,S50kV,Kabelleitung,1041584.9465453229,2024-01-14
Allgemeinstrom,S60kV,Freileitung,661257.0155023461,2024-01-14
Allgemeinstrom,S60kV,Kabelleitung,413964.2894783749,2024-01-14
Allgemeinstrom,S65kV,Freileitung,294008.19894145225,2024-01-14
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2024-01-14
Allgemeinstrom,Andere,Freileitung,3677545.129606182,2024-01-15
Allgemeinstrom,Andere,Kabelleitung,32480.931546267864,2024-01-15
Allgemeinstrom,S110kV,Freileitung,1420615.4214685545,2024-01-15
Allgemeinstrom,S110kV,Kabelleitung,497037.1810308751,2024-01-15
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2024-01-15
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2024-01-15
Allgemeinstrom,S130kV,Kabelleitung,239.41924253256136,2024-01-15
Allgemeinstrom,S132kV,Freileitung,587521.4992320152,2024-01-15
Allgemeinstrom,S132kV,Kabelleitung,246414.63362896204,2024-01-15
Allgemeinstrom,S150kV,Freileitung,122162.67707100553,2024-01-15
Allgemeinstrom,S150kV,Kabelleitung,417388.62427527516,2024-01-15
Allgemeinstrom,S220kV,Freileitung,4860975.307355341,2024-01-15
Allgemeinstrom,S220kV,Kabelleitung,25119.814821854165,2024-01-15
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2024-01-15
Allgemeinstrom,S380kV,Freileitung,1950324.7943453048,2024-01-15
Allgemeinstrom,S380kV,Kabelleitung,28049.7849802,2024-01-15
Allgemeinstrom,S50kV,Freileitung,1075298.4396561093,2024-01-15
Allgemeinstrom,S50kV,Kabelleitung,1041584.9465453229,2024-01-15
Allgemeinstrom,S60kV,Freileitung,661257.0155023461,2024-01-15
Allgemeinstrom,S60kV,Kabelleitung,413964.2894783749,2024-01-15
Allgemeinstrom,S65kV,Freileitung,294008.19894145225,2024-01-15
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2024-01-15
Allgemeinstrom,Andere,Freileitung,3677545.129606182,2024-01-16
Allgemeinstrom,Andere,Kabelleitung,32480.931546267864,2024-01-16
Allgemeinstrom,S110kV,Freileitung,1420615.4214685545,2024-01-16
Allgemeinstrom,S110kV,Kabelleitung,497037.1810308751,2024-01-16
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2024-01-16
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2024-01-16
Allgemeinstrom,S130kV,Kabelleitung,239.41924253256136,2024-01-16
Allgemeinstrom,S132kV,Freileitung,587521.4992320152,2024-01-16
Allgemeinstrom,S132kV,Kabelleitung,246414.63362896204,2024-01-16
Allgemeinstrom,S150kV,Freileitung,122162.67707100553,2024-01-16
Allgemeinstrom,S150kV,Kabelleitung,417388.6242752751,2024-01-16
Allgemeinstrom,S220kV,Freileitung,4860975.307355341,2024-01-16
Allgemeinstrom,S220kV,Kabelleitung,25119.814821854165,2024-01-16
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2024-01-16
Allgemeinstrom,S380kV,Freileitung,1950324.7943453048,2024-01-16
Allgemeinstrom,S380kV,Kabelleitung,28049.7849802,2024-01-16
Allgemeinstrom,S50kV,Freileitung,1075298.4396561093,2024-01-16
Allgemeinstrom,S50kV,Kabelleitung,1041584.9465453229,2024-01-16
Allgemeinstrom,S60kV,Freileitung,661257.0155023461,2024-01-16
Allgemeinstrom,S60kV,Kabelleitung,413964.2894783749,2024-01-16
Allgemeinstrom,S65kV,Freileitung,294008.19894145225,2024-01-16
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2024-01-16
Allgemeinstrom,Andere,Freileitung,3677545.129606182,2024-01-17
Allgemeinstrom,Andere,Kabelleitung,32480.931546267864,2024-01-17
Allgemeinstrom,S110kV,Freileitung,1420615.4214685545,2024-01-17
Allgemeinstrom,S110kV,Kabelleitung,497037.1810308751,2024-01-17
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2024-01-17
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2024-01-17
Allgemeinstrom,S130kV,Kabelleitung,239.41924253256136,2024-01-17
Allgemeinstrom,S132kV,Freileitung,587521.4992320152,2024-01-17
Allgemeinstrom,S132kV,Kabelleitung,246414.63362896204,2024-01-17
Allgemeinstrom,S150kV,Freileitung,122162.67707100553,2024-01-17
Allgemeinstrom,S150kV,Kabelleitung,417388.6242752751,2024-01-17
Allgemeinstrom,S220kV,Freileitung,4860975.307355341,2024-01-17
Allgemeinstrom,S220kV,Kabelleitung,25119.814821854165,2024-01-17
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2024-01-17
Allgemeinstrom,S380kV,Freileitung,1950324.7943453048,2024-01-17
Allgemeinstrom,S380kV,Kabelleitung,28049.7849802,2024-01-17
Allgemeinstrom,S50kV,Freileitung,1075298.4396561093,2024-01-17
Allgemeinstrom,S50kV,Kabelleitung,1041584.9465453229,2024-01-17
Allgemeinstrom,S60kV,Freileitung,661257.0155023461,2024-01-17
Allgemeinstrom,S60kV,Kabelleitung,413964.2894783749,2024-01-17
Allgemeinstrom,S65kV,Freileitung,294008.19894145225,2024-01-17
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2024-01-17
Allgemeinstrom,Andere,Freileitung,3677545.129606182,2024-01-18
Allgemeinstrom,Andere,Kabelleitung,32480.931546267864,2024-01-18
Allgemeinstrom,S110kV,Freileitung,1420615.4214685545,2024-01-18
Allgemeinstrom,S110kV,Kabelleitung,497037.1810308751,2024-01-18
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2024-01-18
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2024-01-18
Allgemeinstrom,S130kV,Kabelleitung,239.41924253256136,2024-01-18
Allgemeinstrom,S132kV,Freileitung,587521.4992320152,2024-01-18
Allgemeinstrom,S132kV,Kabelleitung,246414.63362896204,2024-01-18
Allgemeinstrom,S150kV,Freileitung,122162.67707100553,2024-01-18
Allgemeinstrom,S150kV,Kabelleitung,417388.62427527516,2024-01-18
Allgemeinstrom,S220kV,Freileitung,4860975.307355341,2024-01-18
Allgemeinstrom,S220kV,Kabelleitung,25119.814821854165,2024-01-18
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2024-01-18
Allgemeinstrom,S380kV,Freileitung,1950324.7943453048,2024-01-18
Allgemeinstrom,S380kV,Kabelleitung,28049.7849802,2024-01-18
Allgemeinstrom,S50kV,Freileitung,1075298.4396561093,2024-01-18
Allgemeinstrom,S50kV,Kabelleitung,1041584.9465453229,2024-01-18
Allgemeinstrom,S60kV,Freileitung,661257.0155023461,2024-01-18
Allgemeinstrom,S60kV,Kabelleitung,413964.2894783749,2024-01-18
Allgemeinstrom,S65kV,Freileitung,294008.19894145225,2024-01-18
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2024-01-18
Allgemeinstrom,Andere,Freileitung,3751991.4858608376,2024-01-19
Allgemeinstrom,Andere,Kabelleitung,35130.06080806079,2024-01-19
Allgemeinstrom,S110kV,Freileitung,1227398.731216344,2024-01-19
Allgemeinstrom,S110kV,Kabelleitung,416416.4791959019,2024-01-19
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2024-01-19
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2024-01-19
Allgemeinstrom,S130kV,Kabelleitung,239.41924253256136,2024-01-19
Allgemeinstrom,S132kV,Freileitung,587521.4992320152,2024-01-19
Allgemeinstrom,S132kV,Kabelleitung,246414.63362896204,2024-01-19
Allgemeinstrom,S150kV,Freileitung,105466.65056055138,2024-01-19
Allgemeinstrom,S150kV,Kabelleitung,417388.6242752751,2024-01-19
Allgemeinstrom,S220kV,Freileitung,4815177.060659712,2024-01-19
Allgemeinstrom,S220kV,Kabelleitung,25119.814821854165,2024-01-19
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2024-01-19
Allgemeinstrom,S380kV,Freileitung,1940229.1530569547,2024-01-19
Allgemeinstrom,S380kV,Kabelleitung,28049.7849802,2024-01-19
Allgemeinstrom,S50kV,Freileitung,1207626.8445382947,2024-01-19
Allgemeinstrom,S50kV,Kabelleitung,1118028.9097000905,2024-01-19
Allgemeinstrom,S60kV,Freileitung,661257.0155023461,2024-01-19
Allgemeinstrom,S60kV,Kabelleitung,413964.2894783749,2024-01-19
Allgemeinstrom,S65kV,Freileitung,286847.4086464476,2024-01-19
Allgemeinstrom,S65kV,Kabelleitung,71903.16995777733,2024-01-19
Allgemeinstrom,Andere,Freileitung,3751991.4858608376,2024-01-20
Allgemeinstrom,Andere,Kabelleitung,35130.06080806079,2024-01-20
Allgemeinstrom,S110kV,Freileitung,1227398.731216344,2024-01-20
Allgemeinstrom,S110kV,Kabelleitung,416416.4791959019,2024-01-20
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2024-01-20
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2024-01-20
Allgemeinstrom,S130kV,Kabelleitung,239.41924253256136,2024-01-20
Allgemeinstrom,S132kV,Freileitung,587521.4992320152,2024-01-20
Allgemeinstrom,S132kV,Kabelleitung,246414.63362896204,2024-01-20
Allgemeinstrom,S150kV,Freileitung,105466.65056055138,2024-01-20
Allgemeinstrom,S150kV,Kabelleitung,417388.62427527516,2024-01-20
Allgemeinstrom,S220kV,Freileitung,4815177.060659712,2024-01-20
Allgemeinstrom,S220kV,Kabelleitung,25119.814821854165,2024-01-20
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2024-01-20
Allgemeinstrom,S380kV,Freileitung,1940229.1530569547,2024-01-20
Allgemeinstrom,S380kV,Kabelleitung,28049.7849802,2024-01-20
Allgemeinstrom,S50kV,Freileitung,1207626.8445382947,2024-01-20
Allgemeinstrom,S50kV,Kabelleitung,1118028.9097000905,2024-01-20
Allgemeinstrom,S60kV,Freileitung,661257.0155023461,2024-01-20
Allgemeinstrom,S60kV,Kabelleitung,413964.2894783749,2024-01-20
Allgemeinstrom,S65kV,Freileitung,286847.4086464476,2024-01-20
Allgemeinstrom,S65kV,Kabelleitung,71903.16995777733,2024-01-20
Allgemeinstrom,Andere,Freileitung,3751991.4858608376,2024-01-21
Allgemeinstrom,Andere,Kabelleitung,35130.060808060785,2024-01-21
Allgemeinstrom,S110kV,Freileitung,1227398.731216344,2024-01-21
Allgemeinstrom,S110kV,Kabelleitung,416416.4791959019,2024-01-21
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2024-01-21
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2024-01-21
Allgemeinstrom,S130kV,Kabelleitung,239.41924253256136,2024-01-21
Allgemeinstrom,S132kV,Freileitung,587521.4992320152,2024-01-21
Allgemeinstrom,S132kV,Kabelleitung,246414.63362896204,2024-01-21
Allgemeinstrom,S150kV,Freileitung,105466.65056055138,2024-01-21
Allgemeinstrom,S150kV,Kabelleitung,417388.6242752751,2024-01-21
Allgemeinstrom,S220kV,Freileitung,4815177.060659712,2024-01-21
Allgemeinstrom,S220kV,Kabelleitung,25119.814821854165,2024-01-21
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2024-01-21
Allgemeinstrom,S380kV,Freileitung,1940229.1530569547,2024-01-21
Allgemeinstrom,S380kV,Kabelleitung,28049.7849802,2024-01-21
Allgemeinstrom,S50kV,Freileitung,1207626.8445382947,2024-01-21
Allgemeinstrom,S50kV,Kabelleitung,1118028.9097000905,2024-01-21
Allgemeinstrom,S60kV,Freileitung,661257.0155023461,2024-01-21
Allgemeinstrom,S60kV,Kabelleitung,413964.2894783749,2024-01-21
Allgemeinstrom,S65kV,Freileitung,286847.4086464476,2024-01-21
Allgemeinstrom,S65kV,Kabelleitung,71903.16995777733,2024-01-21
Allgemeinstrom,Andere,Freileitung,3751991.4858608376,2024-01-22
Allgemeinstrom,Andere,Kabelleitung,35130.060808060785,2024-01-22
Allgemeinstrom,S110kV,Freileitung,1227398.731216344,2024-01-22
Allgemeinstrom,S110kV,Kabelleitung,416416.4791959019,2024-01-22
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2024-01-22
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2024-01-22
Allgemeinstrom,S130kV,Kabelleitung,239.41924253256136,2024-01-22
Allgemeinstrom,S132kV,Freileitung,587521.4992320152,2024-01-22
Allgemeinstrom,S132kV,Kabelleitung,246414.63362896204,2024-01-22
Allgemeinstrom,S150kV,Freileitung,105466.65056055138,2024-01-22
Allgemeinstrom,S150kV,Kabelleitung,417388.62427527516,2024-01-22
Allgemeinstrom,S220kV,Freileitung,4815177.060659712,2024-01-22
Allgemeinstrom,S220kV,Kabelleitung,25119.814821854165,2024-01-22
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2024-01-22
Allgemeinstrom,S380kV,Freileitung,1940229.1530569547,2024-01-22
Allgemeinstrom,S380kV,Kabelleitung,28049.7849802,2024-01-22
Allgemeinstrom,S50kV,Freileitung,1207626.8445382947,2024-01-22
Allgemeinstrom,S50kV,Kabelleitung,1118028.9097000905,2024-01-22
Allgemeinstrom,S60kV,Freileitung,661257.0155023461,2024-01-22
Allgemeinstrom,S60kV,Kabelleitung,413964.2894783749,2024-01-22
Allgemeinstrom,S65kV,Freileitung,286847.4086464476,2024-01-22
Allgemeinstrom,S65kV,Kabelleitung,71903.16995777731,2024-01-22
Allgemeinstrom,Andere,Freileitung,3751991.4858608376,2024-01-23
Allgemeinstrom,Andere,Kabelleitung,35130.06080806079,2024-01-23
Allgemeinstrom,S110kV,Freileitung,1227398.731216344,2024-01-23
Allgemeinstrom,S110kV,Kabelleitung,416416.4791959019,2024-01-23
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2024-01-23
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2024-01-23
Allgemeinstrom,S130kV,Kabelleitung,239.41924253256136,2024-01-23
Allgemeinstrom,S132kV,Freileitung,587521.4992320152,2024-01-23
Allgemeinstrom,S132kV,Kabelleitung,246414.63362896204,2024-01-23
Allgemeinstrom,S150kV,Freileitung,105466.65056055138,2024-01-23
Allgemeinstrom,S150kV,Kabelleitung,417388.6242752751,2024-01-23
Allgemeinstrom,S220kV,Freileitung,4815177.060659712,2024-01-23
Allgemeinstrom,S220kV,Kabelleitung,25119.814821854165,2024-01-23
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2024-01-23
Allgemeinstrom,S380kV,Freileitung,1940229.1530569547,2024-01-23
Allgemeinstrom,S380kV,Kabelleitung,28049.7849802,2024-01-23
Allgemeinstrom,S50kV,Freileitung,1207626.8445382947,2024-01-23
Allgemeinstrom,S50kV,Kabelleitung,1118028.9097000905,2024-01-23
Allgemeinstrom,S60kV,Freileitung,661257.0155023461,2024-01-23
Allgemeinstrom,S60kV,Kabelleitung,413964.2894783749,2024-01-23
Allgemeinstrom,S65kV,Freileitung,286847.4086464476,2024-01-23
Allgemeinstrom,S65kV,Kabelleitung,71903.16995777733,2024-01-23
Allgemeinstrom,Andere,Freileitung,3751991.4858608376,2024-01-24
Allgemeinstrom,Andere,Kabelleitung,35130.06080806079,2024-01-24
Allgemeinstrom,S110kV,Freileitung,1227398.731216344,2024-01-24
Allgemeinstrom,S110kV,Kabelleitung,416416.4791959019,2024-01-24
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2024-01-24
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2024-01-24
Allgemeinstrom,S130kV,Kabelleitung,239.41924253256136,2024-01-24
Allgemeinstrom,S132kV,Freileitung,587521.4992320152,2024-01-24
Allgemeinstrom,S132kV,Kabelleitung,246414.63362896204,2024-01-24
Allgemeinstrom,S150kV,Freileitung,105466.65056055138,2024-01-24
Allgemeinstrom,S150kV,Kabelleitung,417388.6242752751,2024-01-24
Allgemeinstrom,S220kV,Freileitung,4815177.060659712,2024-01-24
Allgemeinstrom,S220kV,Kabelleitung,25119.814821854165,2024-01-24
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2024-01-24
